Image Name,Target Size (KB),SSIM Lossy,SSIM Lossless,SSIM Original,SSIM JPEG
ba5cad01-52dc-4546-82e0-8f227a6fff74.png,1.6276087726498725,0,0,0.35452869652428504,0.8040572432340408
7b1696e7d1527b2f2199a44596e5a67f.jpg,7.804168330280138,0.980071211623014,0,0.9416205669873399,0.9415489935441181
e4ac9e6d13326efb0c26e2dd17bac983.jpg,30.786095775727283,0.9930071223844245,0.9825369361849354,0.9686798283262192,0.968618753455873
2a31801b-8ab6-4ee3-ba7e-083db25c6e99.jpg,13.760567113116903,0,0,0.7488693876305781,0.7483551486441022
6f5b6d81-71dd-411d-89f3-b5d48804dd14.jpg,17.324125735843502,0.9684930636598984,0,0.7809017619660815,0.7807074517785777
87fd1522d6c2e26229b7bcfe704b7b94.jpg,11.490739381022566,0,0,0.7972328390117001,0.7972771970018171
45fc4db2-d3e1-4de9-aa27-40c6ae72d809.png,1.3391886005921776,0,0,0.32903093338478234,0.3847526794643235
eeb41c48-d76c-4421-86fd-b8df8ab1a2c6.png,1.1132229763791768,0,0,0.511478093929795,0.49657631712631395
a7545fc777df2537a56ac6dc8d2cc8d6.jpg,3.89848626862747,0.9810235458469966,0,0.8481250005699448,0.8481242663638464
bd33461c7d6e6b10d6d3a22a676a4c38.jpg,3.2248599393915565,0.9721533661152275,0,0.5986408583036587,0.589768190301275
9f8cdcc9-8109-47c0-813a-e926a28a7b5d.png_760x760Q50s150.jpg,3.814632748794361,0,0,0.8536555108687212,0.854242034043161
f7c26d46-5fc9-4c53-9f9c-3b2b80e101b1.png,4.842750458927862,0.8064114437975033,0,0.4745103161369531,0.8809414095933631
74b5399717219638fc024c28320f19b1.jpg,11.872191079618995,0,0,0.6174844638602053,0.8403648587748603
b4fb0cbb79c047c217647b015c23f9d7.jpg,13.515067204610572,0.9480144717044313,0,0.8781446207323189,0.8781398584977864
ca079cebb4c9237d08c04aa8e98f5885.jpg,4.266560662440941,0.9764187798755337,0,0.9088638264949382,0.9083126059666564
9c2ebe96d577797c4acdeb58691b2da2.jpg,1.1196685423504074,0.9716913106848024,0,0.919732947249042,0.9135737745050402
038af501-eb29-435e-85b2-5478439c1ffd.png,1.4650195346261383,0,0,0.4259616754963063,0.49807043308599913
